date,open,high,low,close,volume
2018-01-18,3449.881,3476.546,3448.789,3474.754,22003955500
2018-01-19,3481.620,3498.434,3474.292,3487.864,24753673300
2018-01-22,3476.994,3503.386,3475.673,3501.362,21748753400
2018-01-23,3504.344,3547.222,3504.344,3546.505,23870590400
2018-01-24,3553.479,3569.489,3527.112,3559.465,25295449600
2018-01-25,3555.168,3571.481,3528.035,3548.307,24341342200
2018-01-26,3535.493,3574.905,3534.195,3558.129,22269829500
2018-01-29,3563.640,3587.032,3510.269,3523.001,23602696500
2018-01-30,3511.501,3523.051,3484.656,3488.009,18636997500
2018-01-31,3470.509,3495.453,3454.726,3480.833,20725340300
2018-02-01,3478.670,3495.093,3424.419,3446.980,26050470700
2018-02-02,3419.225,3463.164,3388.860,3462.081,20812055100
2018-02-05,3411.670,3487.721,3406.241,3487.497,21767375400
2018-02-06,3418.010,3440.124,3364.216,3370.652,28055547700
2018-02-07,3412.744,3425.538,3304.007,3309.260,26093971400
2018-02-08,3281.046,3307.162,3225.712,3262.050,20126249900
2018-02-09,3172.851,3180.110,3062.743,3129.851,25638917600
2018-02-12,3128.371,3168.126,3113.605,3154.125,15331083100
2018-02-13,3176.107,3219.217,3176.107,3184.959,15152759700
2018-02-14,3188.248,3203.497,3171.384,3199.159,10032282700
2018-02-22,3237.569,3269.916,3234.115,3268.559,13873044500
2018-02-23,3275.429,3294.134,3258.488,3289.024,14579036800
2018-02-26,3307.295,3335.986,3281.615,3329.574,18856860200
2018-02-27,3328.672,3328.672,3284.629,3292.068,17421936800
2018-02-28,3264.059,3277.832,3239.844,3259.408,15104353600
2018-03-01,3235.089,3280.149,3228.585,3273.755,15909832000
2018-03-02,3248.446,3269.938,3242.267,3254.528,15086106300
2018-03-05,3255.871,3269.400,3236.717,3256.926,14483598800
2018-03-06,3266.487,3290.253,3243.654,3289.642,19535804600
2018-03-07,3288.865,3308.406,3264.764,3271.668,16866501900
2018-03-08,3268.347,3289.497,3261.552,3288.406,14982751900
2018-03-09,3291.426,3309.715,3283.559,3307.166,16842450900
2018-03-12,3319.209,3333.561,3313.555,3326.699,20653243600
2018-03-13,3324.122,3333.875,3307.376,3310.239,17711435300
2018-03-14,3298.666,3304.979,3287.356,3291.382,15749108500
2018-03-15,3277.514,3297.098,3273.201,3291.112,14857360600
2018-03-16,3290.209,3300.565,3269.283,3269.882,14120364700
2018-03-19,3264.928,3280.567,3251.047,3279.252,13795498000
2018-03-20,3257.219,3292.574,3252.433,3290.640,13988108100
2018-03-21,3299.731,3314.209,3268.878,3280.952,16839827700
2018-03-22,3281.265,3288.797,3242.762,3263.480,15043297700
2018-03-23,3172.772,3188.235,3110.664,3152.761,27553201300
2018-03-26,3117.319,3134.276,3091.458,3133.722,18636635000
2018-03-27,3164.798,3172.778,3143.570,3166.649,18907338300
2018-03-28,3130.571,3165.213,3117.534,3122.290,16350048800
2018-03-29,3127.263,3174.509,3098.247,3160.531,17031238400
2018-03-30,3161.786,3177.721,3152.889,3168.897,15464659600
2018-04-02,3169.779,3192.340,3159.986,3163.179,17772777700
2018-04-03,3130.013,3144.332,3119.132,3136.633,15221667400
2018-04-04,3147.049,3163.340,3128.867,3131.111,14697668200
2018-04-09,3125.442,3146.093,3110.303,3138.294,13960862100
2018-04-10,3144.257,3190.649,3139.081,3190.322,16820135900
2018-04-11,3197.372,3220.845,3191.587,3208.082,17586719700
2018-04-12,3203.278,3205.252,3177.049,3180.158,14823131300
2018-04-13,3192.042,3197.896,3155.506,3159.052,12755231000
2018-04-16,3152.888,3153.106,3096.100,3110.649,15441569500
2018-04-17,3112.975,3118.760,3064.028,3066.797,14722284600
2018-04-18,3091.910,3096.889,3041.625,3091.399,15929050300
2018-04-19,3094.274,3127.439,3090.287,3117.376,16005680500
2018-04-20,3105.462,3111.171,3065.921,3071.543,15514709100
2018-04-23,3063.443,3085.057,3045.937,3068.012,13168634000
2018-04-24,3069.746,3136.040,3069.746,3128.927,16227480600
2018-04-25,3112.398,3122.908,3107.001,3117.974,12731105300
2018-04-26,3119.496,3121.933,3067.929,3075.030,13397273600
2018-04-27,3082.415,3088.035,3049.914,3082.232,13122564300
2018-05-02,3087.409,3097.604,3064.763,3081.177,13418456600
2018-05-03,3074.517,3105.660,3056.157,3100.859,13998562000
2018-05-04,3093.117,3104.093,3086.785,3091.033,11871126500
2018-05-07,3094.899,3136.836,3091.658,3136.645,13894818600
